5.135: [GC 29794K->19181K(4020224K), 0.0014195 secs]
5.136: [Full GC 19181K->8773K(4020224K), 0.0136240 secs]
5.150: [GC 29755K->8837K(4020224K), 0.0004887 secs]
5.151: [Full GC 8837K->8816K(4020224K), 0.0136349 secs]
5.168: [GC 29798K->19240K(4020224K), 0.0014571 secs]
5.169: [Full GC 19240K->8776K(4020224K), 0.0138278 secs]
5.184: [GC 29758K->8840K(4020224K), 0.0010610 secs]
5.185: [Full GC 8840K->8821K(4020224K), 0.0150102 secs]
5.204: [GC 29802K->14037K(4020224K), 0.0105101 secs]
5.214: [Full GC 14037K->8766K(4020224K), 0.0242462 secs]
5.239: [GC 29748K->8862K(4020224K), 0.0004828 secs]
5.240: [Full GC 8862K->3698K(4020224K), 0.0134183 secs]
5.258: [GC 24679K->8991K(4020224K), 0.0063132 secs]
5.264: [Full GC 8991K->8807K(4020224K), 0.0142618 secs]
5.279: [GC 29789K->8935K(4020224K), 0.0004881 secs]
5.280: [Full GC 8935K->3748K(4020224K), 0.0247384 secs]
5.309: [GC 24730K->9042K(4020224K), 0.0015447 secs]
5.311: [Full GC 9042K->8809K(4020224K), 0.0205377 secs]
5.333: [GC 29791K->9097K(4020224K), 0.0005586 secs]
5.334: [Full GC 9097K->3883K(4020224K), 0.0147185 secs]
5.353: [GC 24865K->9145K(4020224K), 0.0027259 secs]
5.356: [Full GC 9145K->8843K(4020224K), 0.0229389 secs]
5.379: [GC 29825K->8939K(4020224K), 0.0099214 secs]
5.389: [Full GC 8939K->3787K(4020224K), 0.0174742 secs]
5.412: [GC 24769K->9072K(4020224K), 0.0014540 secs]
5.413: [Full GC 9072K->8843K(4020224K), 0.0140011 secs]
5.428: [GC 29825K->8907K(4020224K), 0.0004722 secs]
5.428: [Full GC 8907K->3764K(4020224K), 0.0231934 secs]
5.455: [GC 24746K->8985K(4020224K), 0.0013974 secs]
5.456: [Full GC 8985K->8921K(4020224K), 0.0125894 secs]
5.469: [GC 29903K->8985K(4020224K), 0.0004881 secs]
5.470: [Full GC 8985K->3849K(4020224K), 0.0130172 secs]
5.486: [GC 24831K->9070K(4020224K), 0.0014453 secs]
5.488: [Full GC 9070K->9007K(4020224K), 0.0236532 secs]
5.512: [GC 29989K->9071K(4020224K), 0.0099108 secs]
5.522: [Full GC 9071K->3932K(4020224K), 0.0128501 secs]
5.539: [GC 24913K->9152K(4020224K), 0.0015403 secs]
5.540: [Full GC 9152K->9089K(4020224K), 0.0139688 secs]
5.555: [GC 30070K->9153K(4020224K), 0.0004834 secs]
5.555: [Full GC 9153K->4018K(4020224K), 0.0175062 secs]
5.575: [GC 25000K->9239K(4020224K), 0.0012595 secs]
5.577: [Full GC 9239K->9175K(4020224K), 0.0134106 secs]
5.591: [GC 30157K->9271K(4020224K), 0.0010454 secs]
5.592: [Full GC 9271K->4105K(4020224K), 0.0121936 secs]
5.608: [GC 25087K->9326K(4020224K), 0.0013123 secs]
5.609: [Full GC 9326K->9262K(4020224K), 0.0220050 secs]
5.632: [GC 30244K->9326K(4020224K), 0.0100857 secs]
5.642: [Full GC 9326K->4192K(4020224K), 0.0200726 secs]
5.666: [GC 25174K->9413K(4020224K), 0.0013747 secs]
5.668: [Full GC 9413K->9349K(4020224K), 0.0222797 secs]
5.691: [GC 30331K->9413K(4020224K), 0.0004878 secs]
5.691: [Full GC 9413K->4279K(4020224K), 0.0131664 secs]
5.707: [GC 25261K->9500K(4020224K), 0.0014123 secs]
5.709: [Full GC 9500K->9436K(4020224K), 0.0127038 secs]
5.722: [GC 30418K->9500K(4020224K), 0.0011563 secs]
5.723: [Full GC 9500K->4366K(4020224K), 0.0116338 secs]
5.739: [GC 25348K->9586K(4020224K), 0.0014766 secs]
5.741: [Full GC 9586K->9523K(4020224K), 0.0140636 secs]
5.755: [GC 30505K->9587K(4020224K), 0.0097604 secs]
5.765: [Full GC 9587K->4453K(4020224K), 0.0137088 secs]
5.782: [GC 25435K->9673K(4020224K), 0.0013837 secs]
5.784: [Full GC 9673K->9610K(4020224K), 0.0143783 secs]
5.799: [GC 30592K->9674K(4020224K), 0.0010697 secs]
5.800: [Full GC 9674K->4540K(4020224K), 0.0123853 secs]
5.817: [GC 25522K->14908K(4020224K), 0.0099642 secs]
5.827: [Full GC 14908K->8840K(4020224K), 0.0186752 secs]
5.847: [GC 29822K->8904K(4020224K), 0.0005002 secs]
5.847: [Full GC 8904K->8874K(4020224K), 0.0220299 secs]
5.875: [GC 29855K->19236K(4020224K), 0.0032782 secs]
5.878: [Full GC 19236K->8860K(4020224K), 0.0139024 secs]
5.893: [GC 29841K->8956K(4020224K), 0.0005340 secs]
5.893: [Full GC 8956K->8894K(4020224K), 0.0134665 secs]
5.911: [GC 29876K->19230K(4020224K), 0.0048972 secs]
5.916: [Full GC 19230K->8861K(4020224K), 0.0222654 secs]
5.939: [GC 29843K->8925K(4020224K), 0.0005300 secs]
5.939: [Full GC 8925K->8896K(4020224K), 0.0129750 secs]
5.957: [GC 29878K->19259K(4020224K), 0.0017991 secs]
5.959: [Full GC 19259K->8866K(4020224K), 0.0240359 secs]
5.984: [GC 29848K->8994K(4020224K), 0.0011781 secs]
5.985: [Full GC 8994K->8965K(4020224K), 0.0143413 secs]
6.004: [GC 29946K->19333K(4020224K), 0.0018115 secs]
6.006: [Full GC 19333K->8892K(4020224K), 0.0359720 secs]
6.043: [GC 29874K->8988K(4020224K), 0.0042631 secs]
6.047: [Full GC 8988K->8926K(4020224K), 0.0304669 secs]
6.082: [GC 29908K->19326K(4020224K), 0.0016267 secs]
6.083: [Full GC 19326K->8900K(4020224K), 0.0209665 secs]
6.105: [GC 29882K->9028K(4020224K), 0.0006397 secs]
6.106: [Full GC 9028K->9000K(4020224K), 0.0224953 secs]
6.133: [GC 29981K->19688K(4020224K), 0.0016025 secs]
6.135: [Full GC 19688K->9255K(4020224K), 0.0257673 secs]
6.163: [GC 30237K->9895K(4020224K), 0.0109370 secs]
6.174: [Full GC 9895K->9830K(4020224K), 0.0177591 secs]
6.199: [GC 30813K->20582K(4020224K), 0.0021682 secs]
6.202: [Full GC 20582K->9335K(4020224K), 0.0360074 secs]
6.247: [GC 30317K->9591K(4020224K), 0.0153336 secs]
6.262: [Full GC 9591K->9552K(4020224K), 0.0499011 secs]
6.316: [GC 30533K->20208K(4020224K), 0.0303457 secs]
6.346: [Full GC 20208K->9357K(4020224K), 0.0159556 secs]
6.373: [GC 30339K->11181K(4020224K), 0.0015925 secs]
6.375: [Full GC 11181K->11150K(4020224K), 0.0171296 secs]
6.406: [GC 32132K->22062K(4020224K), 0.0021377 secs]
6.408: [Full GC 22062K->9622K(4020224K), 0.0173021 secs]
6.427: [GC 30604K->9782K(4020224K), 0.0104303 secs]
6.437: [Full GC 9782K->9737K(4020224K), 0.0164735 secs]
6.458: [GC 30719K->20425K(4020224K), 0.0042239 secs]
6.462: [Full GC 20425K->9629K(4020224K), 0.0155955 secs]
6.479: [GC 30611K->9789K(4020224K), 0.0008043 secs]
6.480: [Full GC 9789K->9763K(4020224K), 0.0169553 secs]
6.501: [GC 30745K->20170K(4020224K), 0.0018818 secs]
6.503: [Full GC 20170K->9327K(4020224K), 0.0141562 secs]
6.518: [GC 30309K->9423K(4020224K), 0.0098024 secs]
6.528: [Full GC 9423K->9369K(4020224K), 0.0230129 secs]
6.555: [GC 30351K->19744K(4020224K), 0.0017774 secs]
6.557: [Full GC 19744K->9330K(4020224K), 0.0150472 secs]
6.573: [GC 30312K->9426K(4020224K), 0.0142637 secs]
6.587: [Full GC 9426K->9374K(4020224K), 0.0196169 secs]
6.611: [GC 30355K->14590K(4020224K), 0.0120144 secs]
6.623: [Full GC 14590K->9319K(4020224K), 0.0140387 secs]
6.638: [GC 30301K->9447K(4020224K), 0.0012126 secs]
6.639: [Full GC 9447K->4297K(4020224K), 0.0143879 secs]
6.658: [GC 25279K->14671K(4020224K), 0.0113104 secs]
6.669: [Full GC 14671K->9343K(4020224K), 0.0148574 secs]
6.686: [GC 30325K->9503K(4020224K), 0.0010600 secs]
6.687: [Full GC 9503K->9460K(4020224K), 0.0137977 secs]
6.706: [GC 30441K->19834K(4020224K), 0.0034603 secs]
6.709: [Full GC 19834K->9364K(4020224K), 0.0129865 secs]
6.723: [GC 30346K->9460K(4020224K), 0.0004700 secs]
6.724: [Full GC 9460K->9401K(4020224K), 0.0132931 secs]
6.741: [GC 30383K->14617K(4020224K), 0.0014875 secs]
6.742: [Full GC 14617K->9350K(4020224K), 0.0137197 secs]
6.757: [GC 30332K->9446K(4020224K), 0.0005005 secs]
6.757: [Full GC 9446K->4290K(4020224K), 0.0141562 secs]
6.776: [GC 25272K->14664K(4020224K), 0.0022527 secs]
6.778: [Full GC 14664K->9372K(4020224K), 0.0137076 secs]
6.793: [GC 30354K->9532K(4020224K), 0.0005601 secs]
6.793: [Full GC 9532K->9468K(4020224K), 0.0129290 secs]
6.810: [GC 30450K->19875K(4020224K), 0.0016034 secs]
6.812: [Full GC 19875K->9387K(4020224K), 0.0137228 secs]
6.826: [GC 30369K->9483K(4020224K), 0.0004657 secs]
6.827: [Full GC 9483K->9425K(4020224K), 0.0141301 secs]
6.845: [GC 30407K->20406K(4020224K), 0.0015329 secs]
6.846: [Full GC 20406K->9941K(4020224K), 0.0157046 secs]
6.870: [GC 30923K->13045K(4020224K), 0.0017395 secs]
6.872: [Full GC 13045K->12950K(4020224K), 0.0176705 secs]
6.912: [GC 33932K->24699K(4020224K), 0.0026967 secs]
6.914: [Full GC 24699K->10341K(4020224K), 0.0138651 secs]
6.933: [GC 31323K->11909K(4020224K), 0.0011650 secs]
6.935: [Full GC 11909K->11856K(4020224K), 0.0156353 secs]
6.959: [GC 32838K->22529K(4020224K), 0.0027815 secs]
6.962: [Full GC 22529K->10028K(4020224K), 0.0136532 secs]
6.977: [GC 31010K->10252K(4020224K), 0.0005527 secs]
6.977: [Full GC 10252K->10202K(4020224K), 0.0149434 secs]
6.997: [GC 31184K->20620K(4020224K), 0.0032910 secs]
7.000: [Full GC 20620K->10058K(4020224K), 0.0143799 secs]
7.016: [GC 31040K->10154K(4020224K), 0.0010432 secs]
7.017: [Full GC 10154K->10137K(4020224K), 0.0153470 secs]
7.036: [GC 31119K->20554K(4020224K), 0.0017668 secs]
7.038: [Full GC 20554K->10075K(4020224K), 0.0138359 secs]
7.053: [GC 31057K->10171K(4020224K), 0.0005682 secs]
7.054: [Full GC 10171K->10155K(4020224K), 0.0140105 secs]
7.072: [GC 31137K->20540K(4020224K), 0.0104834 secs]
7.083: [Full GC 20540K->10090K(4020224K), 0.0241005 secs]
7.108: [GC 31072K->10186K(4020224K), 0.0005744 secs]
7.108: [Full GC 10186K->10129K(4020224K), 0.0233748 secs]
7.135: [GC 31111K->20515K(4020224K), 0.0104694 secs]
7.146: [Full GC 20515K->10094K(4020224K), 0.0153414 secs]
7.162: [GC 31076K->10190K(4020224K), 0.0007997 secs]
7.163: [Full GC 10190K->10153K(4020224K), 0.0138250 secs]
7.182: [GC 31135K->20526K(4020224K), 0.0095495 secs]
7.192: [Full GC 20526K->10103K(4020224K), 0.0273614 secs]
7.220: [GC 31085K->10199K(4020224K), 0.0090624 secs]
7.229: [Full GC 10199K->10139K(4020224K), 0.0254327 secs]
7.258: [GC 31121K->20544K(4020224K), 0.0017488 secs]
7.260: [Full GC 20544K->10106K(4020224K), 0.0253513 secs]
7.286: [GC 31088K->10234K(4020224K), 0.0014754 secs]
7.288: [Full GC 10234K->10203K(4020224K), 0.0157512 secs]
7.308: [GC 31185K->20607K(4020224K), 0.0018616 secs]
7.310: [Full GC 20607K->10119K(4020224K), 0.0139067 secs]
7.325: [GC 31101K->10279K(4020224K), 0.0005375 secs]
7.325: [Full GC 10279K->10225K(4020224K), 0.0140266 secs]
7.344: [GC 31206K->20593K(4020224K), 0.0017513 secs]
7.346: [Full GC 20593K->10122K(4020224K), 0.0152410 secs]
7.362: [GC 31104K->10186K(4020224K), 0.0060768 secs]
7.368: [Full GC 10186K->10162K(4020224K), 0.0326649 secs]
7.405: [GC 31145K->20532K(4020224K), 0.0063958 secs]
7.411: [Full GC 20532K->10157K(4020224K), 0.0136032 secs]
7.425: [GC 31138K->10253K(4020224K), 0.0027619 secs]
7.428: [Full GC 10253K->10194K(4020224K), 0.0160258 secs]
7.448: [GC 31176K->20563K(4020224K), 0.0043327 secs]
7.452: [Full GC 20563K->10148K(4020224K), 0.0156045 secs]
7.468: [GC 31130K->10212K(4020224K), 0.0005101 secs]
7.469: [Full GC 10212K->10197K(4020224K), 0.0158758 secs]
7.488: [GC 31179K->20599K(4020224K), 0.0015739 secs]
7.490: [Full GC 20599K->10151K(4020224K), 0.0144299 secs]
7.505: [GC 31133K->10247K(4020224K), 0.0011038 secs]
7.506: [Full GC 10247K->10202K(4020224K), 0.0156738 secs]
7.525: [GC 31184K->20572K(4020224K), 0.0113530 secs]
7.536: [Full GC 20572K->10154K(4020224K), 0.0393124 secs]
7.576: [GC 31136K->10250K(4020224K), 0.0301267 secs]
7.607: [Full GC 10250K->10202K(4020224K), 0.0392720 secs]
7.650: [GC 31184K->20572K(4020224K), 0.0020713 secs]
7.652: [Full GC 20572K->10157K(4020224K), 0.0273654 secs]
7.681: [GC 31139K->10253K(4020224K), 0.0019731 secs]
7.683: [Full GC 10253K->10206K(4020224K), 0.0240595 secs]
7.710: [GC 31188K->20576K(4020224K), 0.0038176 secs]
7.714: [Full GC 20576K->10160K(4020224K), 0.0147424 secs]
7.730: [GC 31142K->10256K(4020224K), 0.0006826 secs]
7.731: [Full GC 10256K->10207K(4020224K), 0.0164775 secs]
7.751: [GC 31189K->20609K(4020224K), 0.0015829 secs]
7.752: [Full GC 20609K->10163K(4020224K), 0.0151028 secs]
7.768: [GC 31144K->10227K(4020224K), 0.0005123 secs]
7.769: [Full GC 10227K->10213K(4020224K), 0.0260357 secs]
7.799: [GC 31195K->20647K(4020224K), 0.0015978 secs]
7.800: [Full GC 20647K->10166K(4020224K), 0.0148558 secs]
7.816: [GC 31148K->10294K(4020224K), 0.0007711 secs]
7.816: [Full GC 10294K->10248K(4020224K), 0.0158689 secs]
7.836: [GC 31230K->15466K(4020224K), 0.0022769 secs]
7.838: [Full GC 15466K->10174K(4020224K), 0.0150111 secs]
7.854: [GC 31156K->10270K(4020224K), 0.0102665 secs]
7.864: [Full GC 10270K->10229K(4020224K), 0.0154386 secs]
7.883: [GC 31210K->20630K(4020224K), 0.0015872 secs]
7.885: [Full GC 20630K->10180K(4020224K), 0.0141928 secs]
7.900: [GC 31162K->10244K(4020224K), 0.0005086 secs]
7.901: [Full GC 10244K->10232K(4020224K), 0.0166180 secs]
7.921: [GC 31214K->20602K(4020224K), 0.0017566 secs]
7.922: [Full GC 20602K->10184K(4020224K), 0.0357782 secs]
7.959: [GC 31166K->10280K(4020224K), 0.0056223 secs]
7.964: [Full GC 10280K->10231K(4020224K), 0.0152746 secs]
7.984: [GC 31213K->20567K(4020224K), 0.0017951 secs]
7.986: [Full GC 20567K->10175K(4020224K), 0.0449797 secs]
8.032: [GC 31157K->10239K(4020224K), 0.0004896 secs]
8.032: [Full GC 10239K->10213K(4020224K), 0.0255191 secs]
8.062: [GC 31195K->20581K(4020224K), 0.0017255 secs]
8.064: [Full GC 20581K->10174K(4020224K), 0.0225667 secs]
8.087: [GC 31156K->10238K(4020224K), 0.0005033 secs]
8.088: [Full GC 10238K->10201K(4020224K), 0.0237784 secs]
8.115: [GC 31183K->20569K(4020224K), 0.0015701 secs]
8.116: [Full GC 20569K->10174K(4020224K), 0.0148825 secs]
8.132: [GC 31156K->10238K(4020224K), 0.0005207 secs]
8.133: [Full GC 10238K->10204K(4020224K), 0.0163964 secs]
8.152: [GC 31186K->20572K(4020224K), 0.0101858 secs]
8.162: [Full GC 20572K->10177K(4020224K), 0.0243609 secs]
8.187: [GC 31159K->10241K(4020224K), 0.0004819 secs]
8.188: [Full GC 10241K->10206K(4020224K), 0.0164219 secs]
8.208: [GC 31188K->20574K(4020224K), 0.0018659 secs]
8.210: [Full GC 20574K->10191K(4020224K), 0.0306278 secs]
8.241: [GC 31173K->10255K(4020224K), 0.0101985 secs]
8.251: [Full GC 10255K->10238K(4020224K), 0.0164154 secs]
8.272: [GC 31220K->20653K(4020224K), 0.0015736 secs]
8.273: [Full GC 20653K->10228K(4020224K), 0.0148971 secs]
8.289: [GC 31210K->10388K(4020224K), 0.0005191 secs]
8.289: [Full GC 10388K->10298K(4020224K), 0.0169476 secs]
8.310: [GC 31280K->20713K(4020224K), 0.0016133 secs]
8.312: [Full GC 20713K->10231K(4020224K), 0.0151746 secs]
8.328: [GC 31213K->10391K(4020224K), 0.0005104 secs]
8.329: [Full GC 10391K->10314K(4020224K), 0.0157798 secs]
8.348: [GC 31296K->20729K(4020224K), 0.0015779 secs]
8.350: [Full GC 20729K->10239K(4020224K), 0.0166369 secs]
8.367: [GC 31221K->10367K(4020224K), 0.0100593 secs]
8.377: [Full GC 10367K->10309K(4020224K), 0.0269929 secs]
8.409: [GC 31291K->20724K(4020224K), 0.0018125 secs]
8.411: [Full GC 20724K->10247K(4020224K), 0.0241975 secs]
8.436: [GC 31229K->10375K(4020224K), 0.0016665 secs]
8.437: [Full GC 10375K->10343K(4020224K), 0.0167981 secs]
8.459: [GC 31325K->15574K(4020224K), 0.0068777 secs]
8.466: [Full GC 15574K->10265K(4020224K), 0.0252065 secs]
8.492: [GC 31247K->10361K(4020224K), 0.0394522 secs]
8.532: [Full GC 10361K->10326K(4020224K), 0.0163328 secs]
8.553: [GC 31308K->20709K(4020224K), 0.0108848 secs]
8.563: [Full GC 20709K->10264K(4020224K), 0.0682454 secs]
8.632: [GC 31246K->10360K(4020224K), 0.0099841 secs]
8.642: [Full GC 10360K->10336K(4020224K), 0.0431765 secs]
8.691: [GC 31318K->20762K(4020224K), 0.0156974 secs]
8.706: [Full GC 20762K->10328K(4020224K), 0.0207263 secs]
8.728: [GC 31310K->10520K(4020224K), 0.0102516 secs]
8.738: [Full GC 10520K->10478K(4020224K), 0.0403594 secs]
8.783: [GC 31460K->20936K(4020224K), 0.0016916 secs]
8.785: [Full GC 20936K->10331K(4020224K), 0.0264868 secs]
8.812: [GC 31313K->10491K(4020224K), 0.0008860 secs]
8.813: [Full GC 10491K->10444K(4020224K), 0.0179324 secs]
8.836: [GC 31426K->20870K(4020224K), 0.0025746 secs]
8.839: [Full GC 20870K->10340K(4020224K), 0.0153106 secs]
8.855: [GC 31322K->10564K(4020224K), 0.0101702 secs]
8.865: [Full GC 10564K->10499K(4020224K), 0.0176724 secs]
8.888: [GC 31481K->20895K(4020224K), 0.0018190 secs]
8.890: [Full GC 20895K->10335K(4020224K), 0.0395109 secs]
8.930: [GC 31317K->10431K(4020224K), 0.0008764 secs]
8.931: [Full GC 10431K->10365K(4020224K), 0.0149266 secs]
8.949: [GC 31347K->20761K(4020224K), 0.0039878 secs]
8.953: [Full GC 20761K->10333K(4020224K), 0.0243081 secs]
8.978: [GC 31314K->10429K(4020224K), 0.0019762 secs]
8.980: [Full GC 10429K->10374K(4020224K), 0.0128830 secs]
8.997: [GC 31355K->20769K(4020224K), 0.0032024 secs]
9.000: [Full GC 20769K->10337K(4020224K), 0.0143224 secs]
9.016: [GC 31319K->10689K(4020224K), 0.0005580 secs]
9.016: [Full GC 10689K->10606K(4020224K), 0.0131959 secs]
9.034: [GC 31588K->21066K(4020224K), 0.0015816 secs]
9.035: [Full GC 21066K->10374K(4020224K), 0.0346759 secs]
9.071: [GC 31356K->10438K(4020224K), 0.0005154 secs]
9.071: [Full GC 10438K->10416K(4020224K), 0.0146237 secs]
9.090: [GC 31398K->20784K(4020224K), 0.0017292 secs]
9.091: [Full GC 20784K->10334K(4020224K), 0.0333738 secs]
9.125: [GC 31316K->10398K(4020224K), 0.0005368 secs]
9.126: [Full GC 10398K->10359K(4020224K), 0.0248549 secs]
9.154: [GC 31341K->20727K(4020224K), 0.0018849 secs]
9.156: [Full GC 20727K->10333K(4020224K), 0.0131828 secs]
9.170: [GC 31315K->10365K(4020224K), 0.0009712 secs]
9.171: [Full GC 10365K->10361K(4020224K), 0.0128088 secs]
9.188: [GC 31343K->20796K(4020224K), 0.0020191 secs]
9.190: [Full GC 20796K->10428K(4020224K), 0.0194181 secs]
9.211: [GC 31409K->11164K(4020224K), 0.0006695 secs]
9.211: [Full GC 11164K->11099K(4020224K), 0.0149723 secs]
9.232: [GC 32081K->21695K(4020224K), 0.0015714 secs]
9.234: [Full GC 21695K->10503K(4020224K), 0.0131157 secs]
9.247: [GC 31485K->10599K(4020224K), 0.0004750 secs]
9.248: [Full GC 10599K->10562K(4020224K), 0.0144727 secs]
9.266: [GC 31543K->21029K(4020224K), 0.0015096 secs]
9.267: [Full GC 21029K->10507K(4020224K), 0.0132844 secs]
9.281: [GC 31489K->10603K(4020224K), 0.0004713 secs]
9.282: [Full GC 10603K->10560K(4020224K), 0.0139440 secs]
9.298: [GC 31542K->20996K(4020224K), 0.0014931 secs]
9.300: [Full GC 20996K->10507K(4020224K), 0.0136085 secs]
9.314: [GC 31489K->10603K(4020224K), 0.0004669 secs]
9.315: [Full GC 10603K->10564K(4020224K), 0.0141077 secs]
9.568: [GC 31546K->19448K(4020224K), 0.0027700 secs]
9.571: [Full GC 19448K->13923K(4020224K), 0.0528245 secs]
9.625: [GC 34905K->14179K(4020224K), 0.0006763 secs]
9.625: [Full GC 14179K->13181K(4020224K), 0.0218441 secs]
9.652: [GC 34163K->23653K(4020224K), 0.0016205 secs]
9.654: [Full GC 23653K->11829K(4020224K), 0.0266353 secs]
9.681: [GC 32811K->12053K(4020224K), 0.0005847 secs]
9.682: [Full GC 12053K->11999K(4020224K), 0.0229877 secs]
9.709: [GC 32981K->22471K(4020224K), 0.0015742 secs]
9.710: [Full GC 22471K->11848K(4020224K), 0.0168510 secs]
9.728: [GC 32830K->12040K(4020224K), 0.0006248 secs]
9.729: [Full GC 12040K->12023K(4020224K), 0.0192894 secs]
9.751: [GC 33005K->22463K(4020224K), 0.0109876 secs]
9.763: [Full GC 22463K->11872K(4020224K), 0.0175015 secs]
9.781: [GC 32854K->12096K(4020224K), 0.0005918 secs]
9.781: [Full GC 12096K->12047K(4020224K), 0.0192929 secs]
9.804: [GC 33029K->22487K(4020224K), 0.0015934 secs]
9.806: [Full GC 22487K->11896K(4020224K), 0.0180169 secs]
9.825: [GC 32878K->12120K(4020224K), 0.0005316 secs]
9.825: [Full GC 12120K->12071K(4020224K), 0.0200894 secs]
9.849: [GC 33053K->22543K(4020224K), 0.0015689 secs]
9.851: [Full GC 22543K->11920K(4020224K), 0.0177898 secs]
9.869: [GC 32902K->12144K(4020224K), 0.0005247 secs]
9.870: [Full GC 12144K->12095K(4020224K), 0.0171306 secs]
229.248: [GC 1061183K->23177K(4020224K), 0.0143687 secs]
372.059: [GC 1072265K->20388K(4020224K), 0.0113965 secs]
535.889: [GC 1069476K->20619K(4020224K), 0.0100009 secs]
677.026: [GC 1069707K->20675K(4020224K), 0.0110960 secs]
816.051: [GC 1069763K->20620K(4020224K), 0.0110202 secs]
962.890: [GC 1069708K->20651K(4176384K), 0.0113648 secs]
1165.768: [GC 1382059K->20844K(4176384K), 0.0150466 secs]
1346.439: [GC 1382252K->20897K(4176896K), 0.0043883 secs]
1554.615: [GC 1383329K->20921K(4176896K), 0.0045650 secs]
1741.702: [GC 1383353K->20913K(4177920K), 0.0044905 secs]
1925.474: [GC 1384881K->20937K(4177408K), 0.0044700 secs]
2137.157: [GC 1384905K->21193K(4178944K), 0.0042920 secs]
2317.120: [GC 1387209K->21329K(4178432K), 0.0045107 secs]
2525.578: [GC 1387345K->21465K(4180480K), 0.0038663 secs]
2702.808: [GC 1390553K->21561K(4179968K), 0.0021962 secs]
2889.382: [GC 1390649K->21905K(4181504K), 0.0042792 secs]
3100.188: [GC 1393041K->22065K(4180992K), 0.0027401 secs]
3283.381: [GC 1393201K->22353K(4183040K), 0.0045520 secs]
